"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:1900373","positive regulation of purine nucleotide biosynthetic process","2/48","16/18860",0.125,49.1145833333333,9.72551564139557,0.000744003694162619,0.00749607069265099,0.00417795512027016,"STAT3/MAP2K1",2
"BP","GO:0044839","cell cycle G2/M phase transition","4/48","162/18860",0.0246913580246914,9.70164609053498,5.61854429853217,0.000760459781984217,0.00762994647924164,0.00425257114925384,"CDKN1A/BLM/CCND1/CDK2",4
"BP","GO:1901888","regulation of cell junction assembly","5/48","285/18860",0.0175438596491228,6.89327485380117,5.06380740035639,0.000765715835865212,0.00765080387038768,0.00426419607219107,"SNCA/HTR4/PTPN1/EPHA3/ACVRL1",5
"BP","GO:0045807","positive regulation of endocytosis","4/48","165/18860",0.0242424242424242,9.52525252525252,5.55583006118037,0.000814382971061753,0.00805021760039451,0.00448681038665107,"SNCA/CD14/STAT3/SERPINE1",4
"BP","GO:0097696","cell surface receptor signaling pathway via STAT","4/48","165/18860",0.0242424242424242,9.52525252525252,5.55583006118037,0.000814382971061753,0.00805021760039451,0.00448681038665107,"SOCS3/STAT3/JAK2/GHR",4
"BP","GO:0060760","positive regulation of response to cytokine stimulus","3/48","72/18860",0.0416666666666667,16.3715277777778,6.6009352181158,0.000815719723628015,0.00805021760039451,0.00448681038665107,"HIF1A/CASP1/RIPK2",3
"BP","GO:0007204","positive regulation of cytosolic calcium ion concentration","4/48","166/18860",0.0240963855421687,9.46787148594378,5.53528067061539,0.000832942772534162,0.00818663753576434,0.00456284440378542,"CCR1/JAK2/EDNRB/CD38",4
"BP","GO:0014857","regulation of skeletal muscle cell proliferation","2/48","17/18860",0.117647058823529,46.2254901960784,9.42313001656236,0.000841836135960037,0.00819699637695874,0.00456861793172862,"STAT3/JAK2",2
"BP","GO:0071732","cellular response to nitric oxide","2/48","17/18860",0.117647058823529,46.2254901960784,9.42313001656236,0.000841836135960037,0.00819699637695874,0.00456861793172862,"PTPN1/CDK2",2
"BP","GO:0030098","lymphocyte differentiation","6/48","441/18860",0.0136054421768707,5.34580498866213,4.66464898695905,0.000844208929188442,0.00819699637695874,0.00456861793172862,"SOCS3/STAT3/JAK2/PNP/HDAC9/RIPK2",6
"BP","GO:0008277","regulation of G protein-coupled receptor signaling pathway","4/48","167/18860",0.0239520958083832,9.41117764471058,5.51490457121615,0.00085179967730477,0.00823748442951762,0.00459118405649369,"SNCA/SERPINE1/HIF1A/MET",4
"BP","GO:1903706","regulation of hemopoiesis","6/48","443/18860",0.0135440180586907,5.32167042889391,4.64950294819552,0.000864264337486312,0.00832459409866815,0.0046397348644002,"STAT3/FOS/CCR1/PNP/HIF1A/RIPK2",6
"BP","GO:0061180","mammary gland epithelium development","3/48","74/18860",0.0405405405405405,15.9290540540541,6.49970214697396,0.000883469945662939,0.00844204614744586,0.00470519707903194,"JAK2/HIF1A/CCND1",3
"BP","GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","3/48","74/18860",0.0405405405405405,15.9290540540541,6.49970214697396,0.000883469945662939,0.00844204614744586,0.00470519707903194,"CDKN1A/CCND1/CDK2",3
"BP","GO:0071479","cellular response to ionizing radiation","3/48","75/18860",0.04,15.7166666666667,6.45055301778422,0.000918643392268514,0.00870902869520702,0.0048540005186173,"CDKN1A/BLM/BCL2L1",3
"BP","GO:1902893","regulation of miRNA transcription","3/48","75/18860",0.04,15.7166666666667,6.45055301778422,0.000918643392268514,0.00870902869520702,0.0048540005186173,"STAT3/FOS/HIF1A",3
"BP","GO:0003159","morphogenesis of an endothelium","2/48","18/18860",0.111111111111111,43.6574074074074,9.1459679149487,0.000945529347444152,0.00872350447756903,0.00486206863477029,"FGF1/ACVRL1",2
"BP","GO:0010310","regulation of hydrogen peroxide metabolic process","2/48","18/18860",0.111111111111111,43.6574074074074,9.1459679149487,0.000945529347444152,0.00872350447756903,0.00486206863477029,"SNCA/STAT3",2
"BP","GO:0014841","skeletal muscle satellite cell proliferation","2/48","18/18860",0.111111111111111,43.6574074074074,9.1459679149487,0.000945529347444152,0.00872350447756903,0.00486206863477029,"STAT3/JAK2",2
"BP","GO:0032026","response to magnesium ion","2/48","18/18860",0.111111111111111,43.6574074074074,9.1459679149487,0.000945529347444152,0.00872350447756903,0.00486206863477029,"SNCA/CCND1",2
"BP","GO:0061154","endothelial tube morphogenesis","2/48","18/18860",0.111111111111111,43.6574074074074,9.1459679149487,0.000945529347444152,0.00872350447756903,0.00486206863477029,"FGF1/ACVRL1",2
"BP","GO:0070673","response to interleukin-18","2/48","18/18860",0.111111111111111,43.6574074074074,9.1459679149487,0.000945529347444152,0.00872350447756903,0.00486206863477029,"CASP1/RIPK2",2
"BP","GO:1902170","cellular response to reactive nitrogen species","2/48","18/18860",0.111111111111111,43.6574074074074,9.1459679149487,0.000945529347444152,0.00872350447756903,0.00486206863477029,"PTPN1/CDK2",2
"BP","GO:0046635","positive regulation of alpha-beta T cell activation","3/48","76/18860",0.0394736842105263,15.5098684210526,6.40233941844051,0.000954693927491629,0.00874107595969522,0.00487186214749581,"JAK2/PNP/RIPK2",3
"BP","GO:0061614","miRNA transcription","3/48","76/18860",0.0394736842105263,15.5098684210526,6.40233941844051,0.000954693927491629,0.00874107595969522,0.00487186214749581,"STAT3/FOS/HIF1A",3
"BP","GO:0032729","positive regulation of type II interferon production","3/48","77/18860",0.038961038961039,15.3084415584416,6.35503111494918,0.000991630102647521,0.00901914176382666,0.005026842869767,"CD14/JAK2/RIPK2",3
"BP","GO:0043542","endothelial cell migration","5/48","302/18860",0.0165562913907285,6.50524282560707,4.87165842004114,0.000992555052912817,0.00901914176382666,0.005026842869767,"FGF1/HIF1A/MET/HDAC9/ACVRL1",5
"BP","GO:0051223","regulation of protein transport","6/48","458/18860",0.0131004366812227,5.14737991266376,4.53875258858913,0.00102669726010965,0.00929431203888739,0.00518020976113893,"ALOX5/JAK2/PDE8B/CD38/HIF1A/PTPN1",6
"BP","GO:0097396","response to interleukin-17","2/48","19/18860",0.105263157894737,41.359649122807,8.89067370401018,0.00105505411643645,0.0094797399715633,0.00528355851711104,"SOCS3/STAT3",2
"BP","GO:0097398","cellular response to interleukin-17","2/48","19/18860",0.105263157894737,41.359649122807,8.89067370401018,0.00105505411643645,0.0094797399715633,0.00528355851711104,"SOCS3/STAT3",2
"BP","GO:0046425","regulation of receptor signaling pathway via JAK-STAT","3/48","79/18860",0.0379746835443038,14.9208860759494,6.26301616413012,0.00106819319133013,0.00952670075823314,0.0053097322376059,"SOCS3/JAK2/GHR",3
"BP","GO:1903578","regulation of ATP metabolic process","3/48","79/18860",0.0379746835443038,14.9208860759494,6.26301616413012,0.00106819319133013,0.00952670075823314,0.0053097322376059,"STAT3/HIF1A/MAP2K1",3
"BP","GO:1903034","regulation of response to wounding","4/48","179/18860",0.0223463687150838,8.78026070763501,5.28302990584392,0.00110221927327796,0.0097938893359901,0.00545865050856242,"STAT3/ALOX5/SERPINE1/MAP2K1",4
"BP","GO:0001936","regulation of endothelial cell proliferation","4/48","181/18860",0.0220994475138122,8.68324125230203,5.24649677761023,0.00114847339849341,0.0101376915733483,0.00565026960833147,"STAT3/ALOX5/HIF1A/ACVRL1",4
"BP","GO:0006089","lactate metabolic process","2/48","20/18860",0.1,39.2916666666667,8.65448604906891,0.00117038133612576,0.0101376915733483,0.00565026960833147,"HIF1A/LDHA",2
"BP","GO:0043171","peptide catabolic process","2/48","20/18860",0.1,39.2916666666667,8.65448604906891,0.00117038133612576,0.0101376915733483,0.00565026960833147,"MME/ANPEP",2
"BP","GO:0060749","mammary gland alveolus development","2/48","20/18860",0.1,39.2916666666667,8.65448604906891,0.00117038133612576,0.0101376915733483,0.00565026960833147,"HIF1A/CCND1",2
"BP","GO:0061298","retina vasculature development in camera-type eye","2/48","20/18860",0.1,39.2916666666667,8.65448604906891,0.00117038133612576,0.0101376915733483,0.00565026960833147,"HIF1A/ACVRL1",2
"BP","GO:0061377","mammary gland lobule development","2/48","20/18860",0.1,39.2916666666667,8.65448604906891,0.00117038133612576,0.0101376915733483,0.00565026960833147,"HIF1A/CCND1",2
"BP","GO:0097254","renal tubular secretion","2/48","20/18860",0.1,39.2916666666667,8.65448604906891,0.00117038133612576,0.0101376915733483,0.00565026960833147,"ABCG2/EDNRB",2
"BP","GO:1902807","negative regulation of cell cycle G1/S phase transition","3/48","82/18860",0.0365853658536585,14.375,6.13110160623895,0.0011898894760683,0.0102697270909408,0.00572385995844967,"CDKN1A/CCND1/CDK2",3
"BP","GO:0060041","retina development in camera-type eye","4/48","183/18860",0.0218579234972678,8.58834244080146,5.21052363906361,0.00119607473005344,0.0102862426784596,0.0057330649654817,"STAT3/FOS/HIF1A/ACVRL1",4
"BP","GO:0030500","regulation of bone mineralization","3/48","83/18860",0.036144578313253,14.2018072289157,6.08866099313095,0.00123231476026118,0.0105601919669357,0.00588575133670352,"ALOX5/CCR1/HIF1A",3
"BP","GO:0043085","positive regulation of catalytic activity","5/48","318/18860",0.0157232704402516,6.17793501048218,4.70385938568182,0.00124859905097192,0.0106241219602134,0.00592138289004724,"CDKN1A/FGF1/JAK2/MAP2K1/PIM1",5
"BP","GO:0051402","neuron apoptotic process","5/48","318/18860",0.0157232704402516,6.17793501048218,4.70385938568182,0.00124859905097192,0.0106241219602134,0.00592138289004724,"SNCA/JAK2/HIF1A/BCL2L1/CCND1",5
"BP","GO:0044092","negative regulation of molecular function","5/48","319/18860",0.0156739811912226,6.1585684430512,4.69375509260563,0.00126608094582946,0.0107308004107601,0.00598084041078821,"CDKN1A/EDNRB/PTPN1/MET/PIM1",5
"BP","GO:0071248","cellular response to metal ion","4/48","186/18860",0.021505376344086,8.44982078853047,5.15758132111172,0.00127004905193797,0.0107308004107601,0.00598084041078821,"SNCA/FOS/ALOX5AP/MT2A",4
"BP","GO:0030502","negative regulation of bone mineralization","2/48","21/18860",0.0952380952380952,37.4206349206349,8.43510903490649,0.00129148200473906,0.0107935366500822,0.00601580662216067,"CCR1/HIF1A",2
"BP","GO:1902236","negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","2/48","21/18860",0.0952380952380952,37.4206349206349,8.43510903490649,0.00129148200473906,0.0107935366500822,0.00601580662216067,"BCL2L1/PTPN1",2
"BP","GO:2001169","regulation of ATP biosynthetic process","2/48","21/18860",0.0952380952380952,37.4206349206349,8.43510903490649,0.00129148200473906,0.0107935366500822,0.00601580662216067,"STAT3/MAP2K1",2
"BP","GO:0000075","cell cycle checkpoint signaling","4/48","187/18860",0.0213903743315508,8.40463458110517,5.14019801430441,0.0012954036926386,0.0107935366500822,0.00601580662216067,"CDKN1A/BLM/CCND1/CDK2",4
"BP","GO:0071478","cellular response to radiation","4/48","188/18860",0.0212765957446809,8.35992907801418,5.12294388259332,0.0013211110058895,0.0109697769040755,0.00611403460075901,"CDKN1A/BLM/MME/BCL2L1",4
"BP","GO:0042310","vasoconstriction","3/48","87/18860",0.0344827586206897,13.5488505747126,5.92596658280233,0.00141152848471049,0.0115382836429506,0.00643089335756341,"EDNRB/CD38/MAP2K1",3
"BP","GO:0019370","leukotriene biosynthetic process","2/48","22/18860",0.0909090909090909,35.719696969697,8.230615885459,0.0014183272252132,0.0115382836429506,0.00643089335756341,"ALOX5/ALOX5AP",2
"BP","GO:0044321","response to leptin","2/48","22/18860",0.0909090909090909,35.719696969697,8.230615885459,0.0014183272252132,0.0115382836429506,0.00643089335756341,"STAT3/CCND1",2
"BP","GO:0046885","regulation of hormone biosynthetic process","2/48","22/18860",0.0909090909090909,35.719696969697,8.230615885459,0.0014183272252132,0.0115382836429506,0.00643089335756341,"PDE8B/HIF1A",2
"BP","GO:0071731","response to nitric oxide","2/48","22/18860",0.0909090909090909,35.719696969697,8.230615885459,0.0014183272252132,0.0115382836429506,0.00643089335756341,"PTPN1/CDK2",2
"BP","GO:0150078","positive regulation of neuroinflammatory response","2/48","22/18860",0.0909090909090909,35.719696969697,8.230615885459,0.0014183272252132,0.0115382836429506,0.00643089335756341,"CTSC/CCR1",2
"BP","GO:0042129","regulation of T cell proliferation","4/48","192/18860",0.0208333333333333,8.18576388888889,5.05518583146923,0.00142751980492295,0.011573965287052,0.00645078061767413,"PLA2G2A/JAK2/PNP/RIPK2",4
"BP","GO:1901991","negative regulation of mitotic cell cycle phase transition","4/48","193/18860",0.0207253886010363,8.1433506044905,5.03855288180767,0.00145503008492188,0.0117574243103754,0.00655303199673398,"CDKN1A/BLM/CCND1/CDK2",4
"BP","GO:0030217","T cell differentiation","5/48","330/18860",0.0151515151515152,5.95328282828283,4.5853749145233,0.001470580030436,0.0117762795160798,0.00656354099624135,"SOCS3/STAT3/JAK2/PNP/RIPK2",5
"BP","GO:0031099","regeneration","4/48","194/18860",0.0206185567010309,8.10137457044674,5.02203943637094,0.00148290886940028,0.0117762795160798,0.00656354099624135,"CDKN1A/JAK2/MAP2K1/CCND1",4
"BP","GO:0046879","hormone secretion","5/48","331/18860",0.0151057401812689,5.9352970795569,4.57576561281696,0.00149031024366405,0.0117762795160798,0.00656354099624135,"ALOX5/JAK2/PDE8B/CD38/HIF1A",5
"BP","GO:0006140","regulation of nucleotide metabolic process","3/48","89/18860",0.0337078651685393,13.2443820224719,5.8485826749115,0.00150695228379135,0.0117762795160798,0.00656354099624135,"STAT3/HIF1A/MAP2K1",3
"BP","GO:0046209","nitric oxide metabolic process","3/48","89/18860",0.0337078651685393,13.2443820224719,5.8485826749115,0.00150695228379135,0.0117762795160798,0.00656354099624135,"NQO1/JAK2/HIF1A",3
"BP","GO:0070098","chemokine-mediated signaling pathway","3/48","89/18860",0.0337078651685393,13.2443820224719,5.8485826749115,0.00150695228379135,0.0117762795160798,0.00656354099624135,"CCR1/JAK2/HIF1A",3
"BP","GO:1900542","regulation of purine nucleotide metabolic process","3/48","89/18860",0.0337078651685393,13.2443820224719,5.8485826749115,0.00150695228379135,0.0117762795160798,0.00656354099624135,"STAT3/HIF1A/MAP2K1",3
"BP","GO:2000628","regulation of miRNA metabolic process","3/48","89/18860",0.0337078651685393,13.2443820224719,5.8485826749115,0.00150695228379135,0.0117762795160798,0.00656354099624135,"STAT3/FOS/HIF1A",3
"BP","GO:0043122","regulation of canonical NF-kappaB signal transduction","5/48","332/18860",0.0150602409638554,5.91741967871486,4.56619558297929,0.0015102354573334,0.0117762795160798,0.00656354099624135,"STAT3/EDNRB/NAMPT/CASP1/RIPK2",5
"BP","GO:1901293","nucleoside phosphate biosynthetic process","5/48","332/18860",0.0150602409638554,5.91741967871486,4.56619558297929,0.0015102354573334,0.0117762795160798,0.00656354099624135,"SNCA/STAT3/PNP/NAMPT/MAP2K1",5
"BP","GO:2001242","regulation of intrinsic apoptotic signaling pathway","4/48","195/18860",0.0205128205128205,8.05982905982906,5.00564398343133,0.00151115879172286,0.0117762795160798,0.00656354099624135,"HIF1A/MAP2K1/BCL2L1/PTPN1",4
"BP","GO:0009267","cellular response to starvation","4/48","196/18860",0.0204081632653061,8.0187074829932,4.98936503811562,0.0015397824834855,0.0118839622443368,0.00662355825385968,"CDKN1A/FOS/SLC2A1/PIM1",4
"BP","GO:0032640","tumor necrosis factor production","4/48","196/18860",0.0204081632653061,8.0187074829932,4.98936503811562,0.0015397824834855,0.0118839622443368,0.00662355825385968,"CD14/STAT3/JAK2/RIPK2",4
"BP","GO:0032680","regulation of tumor necrosis factor production","4/48","196/18860",0.0204081632653061,8.0187074829932,4.98936503811562,0.0015397824834855,0.0118839622443368,0.00662355825385968,"CD14/STAT3/JAK2/RIPK2",4
"BP","GO:0010224","response to UV-B","2/48","23/18860",0.0869565217391304,34.1666666666667,8.03937596389474,0.00155088820486755,0.0118934356602581,0.00662883828765042,"CDKN1A/MME",2
"BP","GO:0090026","positive regulation of monocyte chemotaxis","2/48","23/18860",0.0869565217391304,34.1666666666667,8.03937596389474,0.00155088820486755,0.0118934356602581,0.00662883828765042,"SERPINE1/CCR1",2
"BP","GO:0098869","cellular oxidant detoxification","3/48","90/18860",0.0333333333333333,13.0972222222222,5.81081756823873,0.00155614524890222,0.0118958659027192,0.00663019278980894,"MGST1/NQO1/ALOX5AP",3
"BP","GO:0001959","regulation of cytokine-mediated signaling pathway","4/48","198/18860",0.0202020202020202,7.93771043771044,4.95715086148068,0.0015981616923025,0.01216369864376,0.00677947008690066,"HIF1A/PTPN1/CASP1/RIPK2",4
"BP","GO:0001892","embryonic placenta development","3/48","91/18860",0.032967032967033,12.9532967032967,5.77364786285724,0.0016063356182374,0.01216369864376,0.00677947008690066,"SOCS3/HIF1A/MAP2K1",3
"BP","GO:2001057","reactive nitrogen species metabolic process","3/48","91/18860",0.032967032967033,12.9532967032967,5.77364786285724,0.0016063356182374,0.01216369864376,0.00677947008690066,"NQO1/JAK2/HIF1A",3
"BP","GO:1902107","positive regulation of leukocyte differentiation","4/48","199/18860",0.0201005025125628,7.89782244556114,4.94121278926413,0.0016279224628556,0.0122501165329884,0.00682763532941081,"FOS/CCR1/PNP/RIPK2",4
"BP","GO:1903708","positive regulation of hemopoiesis","4/48","199/18860",0.0201005025125628,7.89782244556114,4.94121278926413,0.0016279224628556,0.0122501165329884,0.00682763532941081,"FOS/CCR1/PNP/RIPK2",4
"BP","GO:0042770","signal transduction in response to DNA damage","4/48","200/18860",0.02,7.85833333333333,4.92538554173557,0.00165806750966063,0.0124380889821271,0.00693240227846304,"CDKN1A/BLM/CCND1/CDK2",4
"BP","GO:0071706","tumor necrosis factor superfamily cytokine production","4/48","201/18860",0.0199004975124378,7.81923714759536,4.90966775944612,0.00168859945406368,0.0124386547468712,0.00693271760896168,"CD14/STAT3/JAK2/RIPK2",4
"BP","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","4/48","201/18860",0.0199004975124378,7.81923714759536,4.90966775944612,0.00168859945406368,0.0124386547468712,0.00693271760896168,"CD14/STAT3/JAK2/RIPK2",4
"BP","GO:0046641","positive regulation of alpha-beta T cell proliferation","2/48","24/18860",0.0833333333333333,32.7430555555556,7.85999867939857,0.0016891362550776,0.0124386547468712,0.00693271760896168,"JAK2/RIPK2",2
"BP","GO:0061042","vascular wound healing","2/48","24/18860",0.0833333333333333,32.7430555555556,7.85999867939857,0.0016891362550776,0.0124386547468712,0.00693271760896168,"ALOX5/SERPINE1",2
"BP","GO:1900037","regulation of cellular response to hypoxia","2/48","24/18860",0.0833333333333333,32.7430555555556,7.85999867939857,0.0016891362550776,0.0124386547468712,0.00693271760896168,"STAT3/MAP2K1",2
"BP","GO:2001026","regulation of endothelial cell chemotaxis","2/48","24/18860",0.0833333333333333,32.7430555555556,7.85999867939857,0.0016891362550776,0.0124386547468712,0.00693271760896168,"FGF1/MET",2
"BP","GO:0009914","hormone transport","5/48","343/18860",0.0145772594752187,5.727648202138,4.46343652103939,0.00174262238968694,0.012793398519409,0.00713043500273057,"ALOX5/JAK2/PDE8B/CD38/HIF1A",5
"BP","GO:0002040","sprouting angiogenesis","4/48","203/18860",0.0197044334975369,7.74220032840723,4.87855526940386,0.00175083450932977,0.0128146185363711,0.00714226203613968,"ALOX5/FGF1/HDAC9/ACVRL1",4
"BP","GO:0001935","endothelial cell proliferation","4/48","204/18860",0.0196078431372549,7.70424836601307,4.86315795782814,0.00178254285089701,0.0130071611665454,0.00724957618785863,"STAT3/ALOX5/HIF1A/ACVRL1",4
"BP","GO:0051251","positive regulation of lymphocyte activation","5/48","346/18860",0.0144508670520231,5.67798651252409,4.43618193469826,0.00181032897916827,0.0130590740846346,0.00727850999209177,"CDKN1A/JAK2/PNP/CD38/RIPK2",5
"BP","GO:0000302","response to reactive oxygen species","4/48","205/18860",0.0195121951219512,7.66666666666667,4.8478649028511,0.00181464855129266,0.0130590740846346,0.00727850999209177,"NQO1/FOS/HIF1A/MET",4
"BP","GO:0007589","body fluid secretion","3/48","95/18860",0.0315789473684211,12.4078947368421,5.63061051953767,0.00181721866653455,0.0130590740846346,0.00727850999209177,"HTR4/HIF1A/CCND1",3
"BP","GO:0032024","positive regulation of insulin secretion","3/48","95/18860",0.0315789473684211,12.4078947368421,5.63061051953767,0.00181721866653455,0.0130590740846346,0.00727850999209177,"JAK2/CD38/HIF1A",3
"BP","GO:1905897","regulation of response to endoplasmic reticulum stress","3/48","95/18860",0.0315789473684211,12.4078947368421,5.63061051953767,0.00181721866653455,0.0130590740846346,0.00727850999209177,"ALOX5/BCL2L1/PTPN1",3
"BP","GO:0030808","regulation of nucleotide biosynthetic process","2/48","25/18860",0.08,31.4333333333333,7.69128985930603,0.00183304279094954,0.0130590740846346,0.00727850999209177,"STAT3/MAP2K1",2
"BP","GO:0072540","T-helper 17 cell lineage commitment","2/48","25/18860",0.08,31.4333333333333,7.69128985930603,0.00183304279094954,0.0130590740846346,0.00727850999209177,"SOCS3/STAT3",2
"BP","GO:1900371","regulation of purine nucleotide biosynthetic process","2/48","25/18860",0.08,31.4333333333333,7.69128985930603,0.00183304279094954,0.0130590740846346,0.00727850999209177,"STAT3/MAP2K1",2
"BP","GO:0008306","associative learning","3/48","96/18860",0.03125,12.2786458333333,5.5961884093616,0.00187250607951915,0.0133008691430151,0.0074132751168667,"FOS/PDE8B/HIF1A",3
"BP","GO:0060759","regulation of response to cytokine stimulus","4/48","210/18860",0.019047619047619,7.48412698412699,4.77292054398231,0.00198122864583112,0.0139440095227392,0.00777173113371766,"HIF1A/PTPN1/CASP1/RIPK2",4
"BP","GO:0071280","cellular response to copper ion","2/48","26/18860",0.0769230769230769,30.224358974359,7.53221743934281,0.00198257933099566,0.0139440095227392,0.00777173113371766,"SNCA/MT2A",2
"BP","GO:1990868","response to chemokine","3/48","98/18860",0.0306122448979592,12.0280612244898,5.52885378029308,0.00198621065876228,0.0139440095227392,0.00777173113371766,"CCR1/JAK2/HIF1A",3
"BP","GO:1990869","cellular response to chemokine","3/48","98/18860",0.0306122448979592,12.0280612244898,5.52885378029308,0.00198621065876228,0.0139440095227392,0.00777173113371766,"CCR1/JAK2/HIF1A",3
"BP","GO:1904892","regulation of receptor signaling pathway via STAT","3/48","99/18860",0.0303030303030303,11.9065656565657,5.4959160163169,0.00204464176559677,0.0143124923591774,0.00797710603162753,"SOCS3/JAK2/GHR",3
"BP","GO:0043279","response to alkaloid","3/48","100/18860",0.03,11.7875,5.46344852463419,0.00210413459534609,0.0146438037733913,0.0081617633375913,"SNCA/BLM/BCL2L1",3
"BP","GO:0060395","SMAD protein signal transduction","3/48","100/18860",0.03,11.7875,5.46344852463419,0.00210413459534609,0.0146438037733913,0.0081617633375913,"FOS/JAK2/ACVRL1",3
"BP","GO:0050920","regulation of chemotaxis","4/48","214/18860",0.0186915887850467,7.34423676012461,4.71471985779616,0.00212191050488952,0.0147249582010777,0.00820699497568373,"SERPINE1/FGF1/CCR1/MET",4
"BP","GO:1903035","negative regulation of response to wounding","3/48","101/18860",0.0297029702970297,11.6707920792079,5.43143975617238,0.00216469594541563,0.0149787006797725,0.00834841902723814,"STAT3/ALOX5/SERPINE1",3
"BP","GO:0006096","glycolytic process","3/48","103/18860",0.029126213592233,11.4441747572816,5.36875415273484,0.00228905105391898,0.0157233439281276,0.00876344794035789,"STAT3/HIF1A/LDHA",3
"BP","GO:0071346","cellular response to type II interferon","3/48","103/18860",0.029126213592233,11.4441747572816,5.36875415273484,0.00228905105391898,0.0157233439281276,0.00876344794035789,"JAK2/CASP1/PIM1",3
"BP","GO:0071480","cellular response to gamma radiation","2/48","28/18860",0.0714285714285714,28.0654761904762,7.23950594868254,0.00229842901274955,0.0157233439281276,0.00876344794035789,"CDKN1A/BCL2L1",2
"BP","GO:0141162","negative regulation of cAMP/PKA signal transduction","2/48","28/18860",0.0714285714285714,28.0654761904762,7.23950594868254,0.00229842901274955,0.0157233439281276,0.00876344794035789,"PDE5A/PDE8B",2
"BP","GO:0032869","cellular response to insulin stimulus","4/48","219/18860",0.0182648401826484,7.1765601217656,4.64404683830498,0.00230730656491767,0.0157393603635177,0.00877237474361123,"SOCS3/GHR/PTPN1/HDAC9",4
"BP","GO:0031589","cell-substrate adhesion","5/48","369/18860",0.013550135501355,5.32407407407407,4.23729375289601,0.00239548563801366,0.0162624757995168,0.00906393453592582,"SERPINE1/JAK2/PTPN1/EPHA3/ACVRL1",5
"BP","GO:0032637","interleukin-8 production","3/48","105/18860",0.0285714285714286,11.2261904761905,5.30777441834678,0.00241776010640657,0.0162624757995168,0.00906393453592582,"CD14/STAT3/SERPINE1",3
"BP","GO:0032677","regulation of interleukin-8 production","3/48","105/18860",0.0285714285714286,11.2261904761905,5.30777441834678,0.00241776010640657,0.0162624757995168,0.00906393453592582,"CD14/STAT3/SERPINE1",3
"BP","GO:0050886","endocrine process","3/48","105/18860",0.0285714285714286,11.2261904761905,5.30777441834678,0.00241776010640657,0.0162624757995168,0.00906393453592582,"MME/ANPEP/EDNRB",3
"BP","GO:0070167","regulation of biomineral tissue development","3/48","105/18860",0.0285714285714286,11.2261904761905,5.30777441834678,0.00241776010640657,0.0162624757995168,0.00906393453592582,"ALOX5/CCR1/HIF1A",3
"BP","GO:0002295","T-helper cell lineage commitment","2/48","29/18860",0.0689655172413793,27.0977011494253,7.10439377051288,0.00246468570560475,0.0164860088308229,0.0091885212708949,"SOCS3/STAT3",2
"BP","GO:0045063","T-helper 1 cell differentiation","2/48","29/18860",0.0689655172413793,27.0977011494253,7.10439377051288,0.00246468570560475,0.0164860088308229,0.0091885212708949,"JAK2/RIPK2",2
"BP","GO:0019364","pyridine nucleotide catabolic process","3/48","106/18860",0.0283018867924528,11.1202830188679,5.27789928575504,0.00248376363347947,0.0165218310204933,0.00920848686445571,"STAT3/HIF1A/LDHA",3
"BP","GO:0046032","ADP catabolic process","3/48","106/18860",0.0283018867924528,11.1202830188679,5.27789928575504,0.00248376363347947,0.0165218310204933,0.00920848686445571,"STAT3/HIF1A/LDHA",3
"BP","GO:0042098","T cell proliferation","4/48","224/18860",0.0178571428571429,7.01636904761905,4.57556353757815,0.00250360648368864,0.0166079460405572,0.00925648330202413,"PLA2G2A/JAK2/PNP/RIPK2",4
"BP","GO:0010586","miRNA metabolic process","3/48","108/18860",0.0277777777777778,10.9143518518519,5.21933138707064,0.00261910064754695,0.0172788886555974,0.0096304349693507,"STAT3/FOS/HIF1A",3
"BP","GO:0042102","positive regulation of T cell proliferation","3/48","108/18860",0.0277777777777778,10.9143518518519,5.21933138707064,0.00261910064754695,0.0172788886555974,0.0096304349693507,"JAK2/PNP/RIPK2",3
"BP","GO:0045637","regulation of myeloid cell differentiation","4/48","227/18860",0.0176211453744493,6.92364170337739,4.53547505298825,0.00262675301028123,0.0172820252698285,0.00963218316971117,"STAT3/FOS/CCR1/HIF1A",4
"BP","GO:0010165","response to X-ray","2/48","30/18860",0.0666666666666667,26.1944444444444,6.97593969438341,0.00263645950428638,0.017298622578533,0.00964143372426541,"BLM/CCND1",2
"BP","GO:0009137","purine nucleoside diphosphate catabolic process","3/48","109/18860",0.0275229357798165,10.8142201834862,5.19062068599877,0.00268844671879677,0.017544118425102,0.00977826149327024,"STAT3/HIF1A/LDHA",3
"BP","GO:0009181","purine ribonucleoside diphosphate catabolic process","3/48","109/18860",0.0275229357798165,10.8142201834862,5.19062068599877,0.00268844671879677,0.017544118425102,0.00977826149327024,"STAT3/HIF1A/LDHA",3
"BP","GO:0045926","negative regulation of growth","4/48","229/18860",0.0174672489082969,6.86317321688501,4.50915170615154,0.0027111290457896,0.0176443209250307,0.0098341096255526,"CDKN1A/HIF1A/MT2A/ACVRL1",4
"BP","GO:0001938","positive regulation of endothelial cell proliferation","3/48","110/18860",0.0272727272727273,10.7159090909091,5.16228066834052,0.00275891944591319,0.0178588118972015,0.00995365674459341,"STAT3/HIF1A/ACVRL1",3
